Node Name,Community,t-SNE X,t-SNE Y
ARHGEF7,6,-20.775097,8.618468
GRIPAP1,7,9.290293,-23.098955
SF3B4,6,-25.682487,11.315032
COPS7B,6,-20.775097,8.618468
PLD3,2,-7.8726263,7.427496
TRIO,4,-0.28947014,31.723577
UBL4A,7,9.290293,-23.098955
PATZ1,1,29.658754,0.42523578
CAST,3,3.5535662,4.4848175
AACS,6,-20.775097,8.618468
SPTY2D1,7,9.290293,-23.098955
RAB8A,6,-20.775097,8.618468
COQ9,1,31.461079,1.475186
ESS2,1,31.535595,3.6769361
Danusertib,6,-20.775097,8.618468
MIEN1,1,29.694431,2.3752785
GLG1,7,9.290293,-23.098955
TBCA,7,9.290293,-23.098955
CLUH,7,9.290293,-23.098955
PDS5A,6,-20.775097,8.618468
ZNF706,6,-26.420624,9.355644
ZC3HAV1L,8,-13.65576,-12.709976
MLEC,1,31.461079,1.475186
GART,7,8.114488,-21.810595
VPS29,3,3.5535662,4.4848175
P5091,6,-20.775097,8.618468
MRPL53,4,-0.28947014,31.723577
EEF1E1,7,8.114488,-21.810595
MRPS7,6,-20.775097,8.618468
IST1,7,8.114488,-21.810595
Linifanib,4,-0.28947014,31.723577
EPB41L2,4,3.6777396,33.7389
FLRT3,1,33.246178,0.14463937
TOP2A,8,-14.505178,-13.940612
CALU,4,3.8479035,35.822636
GAPVD1,7,11.440006,-26.360397
I-BET-762,6,-25.122017,10.450669
PIP4K2B,1,28.857784,3.8953197
Menin_MLL_8690,4,3.8479035,35.822636
ATAD1,8,-11.629522,-14.15648
GSTM3,8,-12.339434,-18.087748
SLC30A7,3,5.818312,4.9589767
TNPO2,1,29.694431,2.3752785
SCPEP1,1,31.461079,1.475186
MED4,6,-23.01676,7.53737
POLR2C,6,-22.157043,8.521978
UBE2H,3,5.818312,4.9589767
RAVER1,6,-23.135752,6.4394054
Serdemetan,4,1.3561968,33.159035
NVP-ADW742,6,-23.501343,9.545415
HK2,1,29.658754,0.42523578
PSMD13,7,6.865561,-25.846622
PPIB,8,-11.825322,-16.589722
GPX8,4,3.0460408,31.716824
LMAN2,7,8.975168,-24.748348
WTAP,8,-15.645676,-14.499069
PCSK1N,1,31.461079,1.475186
HPCAL1,4,3.0460408,31.716824
ATP6V1D,8,-15.205489,-11.940463
DHTKD1,1,29.658754,0.42523578
SPATA20,8,-15.33519,-16.133198
HDHD2,6,-21.548613,6.431877
SATB2,1,30.971159,-0.7626673
SRRT,8,-16.89702,-15.983235
HNRNPUL1,1,31.535595,3.6769361
PCCA,1,29.658754,0.42523578
RTN1,7,11.440006,-26.360397
HSPA5,6,-24.321663,9.243828
CARHSP1,7,10.208709,-23.82404
SLC27A2,1,27.627367,2.929447
CCNYL1,8,-15.33519,-16.133198
GCA,6,-24.490862,8.76001
DOCK10,6,-24.59677,10.014235
EXOSC6,3,5.818312,4.9589767
GLUL,4,3.6777396,33.7389
RANBP3,7,11.440006,-26.360397
PLSCR1,4,3.6777396,33.7389
KIFC3,8,-11.184227,-13.794506
PFDN5,7,8.975168,-24.748348
MRPS34,6,-22.753511,8.995824
CPE,7,6.8262753,-28.155668
GSK2578215A,4,3.0460408,31.716824
ABAT,2,-7.8729486,7.427655
SH3PXD2B,7,10.208709,-23.82404
MYH10,1,31.461079,1.475186
UBQLN1,7,8.975168,-24.748348
ACAD8,6,-22.25338,9.19968
HNRNPA3,6,-24.656527,9.89772
CYP27A1,8,-18.090443,-15.798325
BUD31,6,-26.465721,12.140656
GMPS,7,10.079381,-26.295023
PSMG2,7,10.903719,-22.689518
DIS3,6,-25.59511,6.295215
PI-103,9,30.375969,29.662851
PRPF3,8,-15.088881,-14.556497
SEC22B,4,3.6777396,33.7389
GINS4,7,10.606955,-25.158129
XRCC5,6,-26.715712,5.586921
AZD8055,6,-24.448906,8.431987
FBP1,1,31.461079,1.475186
TMCO1,1,33.246178,0.14463937
RCN3,9,30.375137,29.66308
SMIM20,8,-12.7942095,-13.320471
CDC23,1,29.246033,-1.5367322
USP13,8,-12.376743,-18.675114
PDIA6,8,-13.884053,-13.573217
STAMBPL1,7,10.079381,-26.295023
COL7A1,1,30.971159,-0.7626673
MYO5A,8,-16.200836,-15.672562
PRPF38B,6,-22.463259,6.235179
AZD5991,4,1.3561968,33.159035
NES,8,-15.991701,-16.785805
POF1B,1,28.698076,-1.0559508
PSME3,7,11.492656,-23.983461
TPBG,7,8.975168,-24.748348
RBM15B,6,-23.940716,11.243409
ATP2A2,1,31.461079,1.475186
MRPL15,1,30.971159,-0.7626673
HG-5-113-01,8,-12.756023,-14.03436
Sorafenib,4,3.0460408,31.716824
HLA-E,4,1.3561968,33.159035
GMPPB,3,5.818312,4.9589767
KIF1C,3,5.818312,4.9589767
NUP37,8,-13.883331,-14.168286
SLC4A1AP,7,11.024069,-21.544054
CIAPIN1,7,8.33935,-27.342134
SRSF6,7,8.33935,-27.342134
PSMB2,7,10.903719,-22.689518
PALM,3,5.818312,4.9589767
SLC29A1,7,10.208709,-23.82404
DHCR7,7,6.115029,-25.098969
HMCES,1,31.461079,1.475186
MGMT,4,3.8479035,35.822636
EMC8,7,10.079381,-26.295023
STAT2,3,5.818312,4.9589767
MK-5108,8,-14.453148,-14.9088545
CAPNS1,4,3.6777396,33.7389
HP1BP3,6,-26.69514,7.766724
INPPL1,6,-21.416372,4.998452
AHCTF1,7,8.127494,-26.01842
WASL,7,8.33935,-27.342134
PDE12,8,-14.451815,-17.27248
DEF6,7,7.26232,-24.524055
CUTA,3,5.818312,4.9589767
RPL11,7,7.8420954,-23.469748
ITSN1,4,3.0460408,31.716824
AZD4547,4,3.0460408,31.716824
DYNC1H1,3,5.818312,4.9589767
SEC24A,6,-21.551262,8.074102
S100A10,4,3.0460408,31.716824
CHAMP1,6,-27.567587,9.681767
ASCC1,4,1.3561968,33.159035
NIPSNAP2,1,31.461079,1.475186
DERA,3,5.818312,4.9589767
LRRC59,6,-20.433128,7.658803
SLC4A7,4,3.6777396,33.7389
TMEM209,1,31.461079,1.475186
BRD4,1,28.857784,3.8953197
CDH1,1,31.461079,1.475186
CENPF,6,-22.341698,10.580999
KIN001-236,4,3.8479035,35.822636
LAP3,7,8.33935,-27.342134
ERLIN1,6,-26.31497,10.234676
INCENP,8,-11.715608,-18.40467
LAMP2,8,-13.883331,-14.168286
GPATCH4,4,3.6777396,33.7389
NFIX,3,5.818312,4.9589767
PKN2,7,8.127494,-26.01842
CCT5,7,11.885436,-27.60234
MORF4L1,1,29.658754,0.42523578
EPZ020411,6,-22.881952,10.464155
PA2G4,7,12.223414,-25.122896
AKAP13,8,-13.658935,-15.481944
APOO,6,-24.472729,9.940028
EIF2AK2,4,3.6777396,33.7389
NCAM1,6,-23.866217,7.9196954
ATP6V1G1,3,5.818312,4.9589767
TRIM16,7,10.208709,-23.82404
TAP1,7,11.859526,-28.340626
PLOD1,4,1.3561968,33.159035
PSMD6,1,29.658754,0.42523578
PNPLA6,4,3.8479035,35.822636
APOOL,8,-17.08009,-15.332486
NSFL1C,7,5.9134417,-24.384014
DYNLL2,6,-22.058706,7.780086
EXD2,1,28.857784,3.8953197
LCP1,3,5.818312,4.9589767
JUP,1,33.246178,0.14463937
AK2,4,3.6777396,33.7389
EIF5B,1,31.461079,1.475186
ZCCHC8,1,28.148022,1.2325627
AGL,3,5.818312,4.9589767
Olaparib(1495) + Temozolomide(1375),1,29.694431,2.3752785
SPECC1,4,3.0460408,31.716824
ANKRD17,7,9.383503,-28.918146
NUCKS1,6,-26.943441,8.45302
DUT,7,10.490726,-27.482845
SRPRA,6,-25.72166,9.518365
MCT1_6447,3,5.818312,4.9589767
CSDE1,7,10.490726,-27.482845
TAPBP,7,10.208709,-23.82404
Rapamycin,3,5.818312,4.9589767
GAK,9,30.376184,29.662657
TXNDC5,7,7.341342,-22.762522
EDF1,7,6.1902084,-23.549387
RPS9,4,3.6777396,33.7389
ZNF24,6,-22.463259,6.235179
GBF1,3,5.818312,4.9589767
PTPRS,7,11.859526,-28.340626
GOLGA7,7,12.482045,-27.564146
NCKAP1L,6,-19.351778,7.914382
SEC61B,6,-23.910662,5.360715
GINS3,7,5.8195844,-25.902046
EIF3F,7,10.606955,-25.158129
TRIM56,4,1.3561968,33.159035
S100A14,1,30.971159,-0.7626673
IGF2BP3,9,30.375437,29.663036
PDLIM3,3,5.818312,4.9589767
MCCC2,1,31.535595,3.6769361
CDC42EP1,1,31.461079,1.475186
XPC,3,5.818312,4.9589767
ACTR10,6,-25.59511,6.295215
PEX1,4,3.6777396,33.7389
SPCS3,6,-26.01917,8.279865
NPTN,6,-22.367323,7.1486425
ANTXR1,3,5.818312,4.9589767
CWC15,8,-12.376964,-16.008396
TIGAR,8,-15.33519,-16.133198
NFKB2,3,5.818312,4.9589767
SLC1A5,6,-22.987556,5.106563
EIPR1,6,-24.897882,11.478053
RHOT2,1,28.148022,1.2325627
MAPK13,7,12.869872,-26.663263
RETREG3,6,-25.343975,12.894869
SCAF4,6,-23.710981,10.495995
PRPS1,7,10.079381,-26.295023
TMED8,1,31.461079,1.475186
ICAM1,7,10.490726,-27.482845
NFKB1,3,5.818312,4.9589767
ATP6V1F,8,-11.436945,-16.609232
ATP2C1,7,7.3137484,-25.448322
SPINT1,8,-13.8715,-16.237377
SLC27A3,4,1.6979952,35.22414
EXOSC3,8,-15.391003,-13.023802
AHCY,7,8.33935,-27.342134
STX16,1,28.148022,1.2325627
ARHGEF6,8,-15.391003,-13.023802
RIC8A,4,3.6777396,33.7389
ZC3H8,8,-16.787428,-17.293158
BIBR-1532,6,-28.13793,9.084296
OCRL,3,5.818312,4.9589767
KIF20A,8,-13.109699,-16.076801
ZNF385A,4,3.6777396,33.7389
Cediranib,7,9.397037,-27.482689
Sonolisib,3,5.818312,4.9589767
HSD17B10,4,3.0460408,31.716824
SQLE,6,-23.894794,6.1665783
KIF3A,8,-15.33519,-16.133198
FTSJ3,3,5.818312,4.9589767
RPSA,7,10.606955,-25.158129
Sapatinib,1,30.971159,-0.7626673
RBBP6,6,-25.59511,6.295215
AIMP2,6,-23.092258,9.421326
RPL31,7,6.865561,-25.846622
RPA3,1,28.148022,1.2325627
DENR,7,10.490726,-27.482845
PRPF4B,7,12.869872,-26.663263
CCAR1,8,-15.33519,-16.133198
ENSA,4,3.8479035,35.822636
NDUFA12,8,-17.451658,-13.180748
SCARB1,8,-13.8715,-16.237377
WBP2,8,-13.8715,-16.237377
ZC3HAV1,6,-23.07218,8.15997
ASPSCR1,7,11.492656,-23.983461
CDKAL1,8,-15.8821945,-13.913712
SERPINB9,3,5.818312,4.9589767
RALB,6,-21.21543,12.660743
MARK2,1,29.658754,0.42523578
PPP1R10,8,-13.883331,-14.168286
DDX55,8,-14.451809,-19.510506
Z-LLNle-CHO,6,-19.33369,9.5039
HAUS1,6,-24.321663,9.243828
Tozasertib,6,-23.894794,6.1665783
BID,6,-19.387085,9.918658
SLC25A22,8,-14.749653,-17.325705
PSMD4,7,10.606955,-25.158129
EXOC5,8,-11.022712,-17.654291
DMOG,9,30.37502,29.663195
CCDC51,1,29.694431,2.3752785
NUDCD1,6,-23.905592,6.900854
ARIH1,6,-24.09587,4.554635
GALNT7,1,30.971159,-0.7626673
LRPAP1,6,-22.574091,10.98186
RPL30,7,8.975168,-24.748348
CRMP1,6,-24.766651,11.525505
Pevonedistat,6,-24.586658,12.925446
XPNPEP1,6,-24.586658,12.925446
HDGFL2,6,-24.954067,6.8905897
RELCH,7,9.761072,-22.36084
SNUPN,1,31.535595,3.6769361
Luminespib,4,1.3561968,33.159035
GDAP1,4,3.6777396,33.7389
DECR2,9,30.376,29.662827
TRRAP,6,-25.66753,10.577135
RBM33,4,1.6979952,35.22414
DECR1,1,28.148022,1.2325627
TMEM109,6,-26.552832,11.00438
S100A4,8,-15.075694,-16.964266
ZFYVE19,7,5.8195844,-25.902046
CCT244747,4,3.6777396,33.7389
CAPRIN1,7,10.903719,-22.689518
B4GALT1,8,-14.505048,-16.60329
DCAF1,3,5.818312,4.9589767
NDUFV1,8,-18.062971,-16.928957
COPZ1,3,5.818312,4.9589767
LGMN,8,-12.694408,-15.1817465
SLC38A1,8,-13.138913,-18.760502
METTL3,6,-23.020615,8.101278
ABRACL,8,-16.30987,-18.147396
SPIN1,6,-26.967123,9.956494
PI4K2A,4,3.6777396,33.7389
PRKAR1B,4,3.0460408,31.716824
STX12,7,8.975168,-24.748348
REEP5,6,-22.913286,11.076913
AIMP1,4,1.3561968,33.159035
SLBP,8,-12.701469,-18.037233
CCDC12,7,7.8588586,-28.659115
DBR1,4,3.8479035,35.822636
ATAD3A,6,-19.86454,6.9411297
SAMHD1,6,-21.31812,7.2791433
RBBP5,4,1.6979952,35.22414
MRPS25,7,7.26232,-24.524055
PLCD3,9,30.37607,29.663399
ERBIN,4,3.6777396,33.7389
BSDC1,6,-25.682487,11.315032
COX19,8,-11.959967,-14.764973
ASCC2,9,30.376032,29.662527
ARPC3,4,3.6777396,33.7389
Gefitinib,1,30.971159,-0.7626673
PRR36,6,-27.039839,11.567205
ANXA6,3,5.818312,4.9589767
FUCA2,4,3.0460408,31.716824
COMT,1,31.461079,1.475186
LONP1,4,3.6777396,33.7389
FAM98B,6,-24.848358,5.5300426
OPA1,1,31.461079,1.475186
BOP1,3,5.818312,4.9589767
AP2B1,4,3.0460408,31.716824
SNX8,8,-17.91069,-17.691261
MKRN2,1,31.461079,1.475186
GSTK1,1,30.971159,-0.7626673
TEX10,7,9.383503,-28.918146
TP53BP1,6,-24.448906,8.431987
NGDN,3,5.818312,4.9589767
RPL10A,7,8.975168,-24.748348
ESD,6,-24.667267,8.906919
DHRS13,1,29.658754,0.42523578
AGTRAP,3,5.818312,4.9589767
ENOPH1,6,-22.38549,12.843147
RGS10,8,-16.200836,-15.672562
CENPX,1,28.148022,1.2325627
MRTO4,3,5.818312,4.9589767
PTPN2,1,29.694431,2.3752785
FLOT1,6,-22.919758,9.178388
MAP2K2,1,29.694431,2.3752785
SNRNP40,8,-15.33519,-16.133198
ZNF22,4,1.3561968,33.159035
Ponatinib,4,3.6777396,33.7389
NUP205,7,10.079381,-26.295023
CORO1C,4,3.6777396,33.7389
LDAH,6,-24.250154,10.1676445
LSM14A,8,-13.658935,-15.481944
AGA,6,-22.735785,8.995857
SEC31A,3,5.818312,4.9589767
ALDH3A1,6,-23.905592,6.900854
LMNB1,8,-15.193458,-17.057009
GAN,4,1.3561968,33.159035
STX18,7,9.185683,-26.325819
UBE2C,8,-15.463839,-18.137115
HMGB2,6,-26.04687,10.588782
RPS3,7,12.223414,-25.122896
FKBP3,7,8.975168,-24.748348
CDC40,8,-13.658935,-15.481944
Linsitinib,4,1.6979952,35.22414
PRKCD,8,-18.090443,-15.798325
NXF1,9,30.376238,29.66244
BZW2,7,7.26232,-24.524055
CLASP1,7,6.5622926,-23.25364
Dactolisib,3,5.818312,4.9589767
KPNB1,7,10.208709,-23.82404
PPM1D,6,-25.081179,4.601212
KIF20B,4,1.3561968,33.159035
PTGES3,7,9.438786,-27.065935
PLAA,7,9.383503,-28.918146
DCTN3,4,3.6777396,33.7389
TOP1,3,5.818312,4.9589767
NEMF,7,7.26232,-24.524055
HTATIP2,9,30.375345,29.662914
GAPDH,1,31.461079,1.475186
PAIP1,6,-23.866217,7.9196954
SAMM50,8,-16.025763,-18.040192
PPP2R1B,3,5.818312,4.9589767
Olaparib,6,-22.956615,12.460671
GTF3C3,8,-14.749653,-17.325705
P4HA2,4,3.0460408,31.716824
NCEH1,4,1.3561968,33.159035
CYFIP2,1,31.461079,1.475186
CDC37,7,8.33935,-27.342134
ATP1B3,6,-25.771969,5.3257365
SPTBN1,4,3.0460408,31.716824
PLK1,1,29.694431,2.3752785
JNJ38877605,4,3.0460408,31.716824
MRPL27,1,28.148022,1.2325627
PTBP2,3,5.818312,4.9589767
LSM3,6,-24.675406,6.764217
LGR4,4,3.6777396,33.7389
AZD4877,4,3.6777396,33.7389
PHGDH,7,8.127494,-26.01842
NEGR1,3,5.818312,4.9589767
NOTCH2,4,3.0460408,31.716824
PEBP1,7,10.606955,-25.158129
IDE,3,5.818312,4.9589767
ANK3,1,30.971159,-0.7626673
TMEM43,4,3.0460408,31.716824
DHODH,8,-14.135547,-16.862804
CCT007093,6,-22.650793,10.991653
COL11A1,7,12.869872,-26.663263
MTHFD2,3,5.818312,4.9589767
CCDC47,6,-23.894794,6.1665783
ISCU,6,-21.119371,11.884789
GSK126,6,-23.933916,9.700838
NDUFAF7,1,28.148022,1.2325627
HTATSF1,6,-21.618168,11.022338
Ceritinib,6,-21.618168,11.022338
DVL2,3,5.818312,4.9589767
RFC4,7,6.5622926,-23.25364
CSRP2,4,1.3561968,33.159035
EIF3K,7,8.975168,-24.748348
USO1,3,5.818312,4.9589767
ESF1,3,5.818312,4.9589767
DDX50,3,5.818312,4.9589767
TMED9,6,-26.31497,10.234676
NAT14,0,-1.112767,8.646805
SNAP25,6,-20.284369,11.540997
NDUFB9,8,-13.8715,-16.237377
TSG101,3,5.818312,4.9589767
COA7,4,3.0460408,31.716824
IRF4,6,-23.217918,10.006072
CDK5RAP3,1,31.535595,3.6769361
TCF12,3,5.818312,4.9589767
PTGES2,1,31.535595,3.6769361
GPD2,8,-13.883331,-14.168286
HEBP2,4,3.8479035,35.822636
SLC35F6,1,29.658754,0.42523578
GLE1,8,-13.658935,-15.481944
ERAP2,3,5.818312,4.9589767
HNRNPK,7,10.606955,-25.158129
AGPS,4,3.8479035,35.822636
GALM,7,7.26232,-24.524055
PFKM,4,1.6979952,35.22414
PDGFR_5313,4,1.3561968,33.159035
PRKRA,6,-23.866217,7.9196954
ROCK1,6,-22.049252,8.879469
LAMTOR5,3,5.818312,4.9589767
TSNAX,6,-22.25338,9.19968
RCN1,8,-15.645676,-14.499069
Dyrk1b_0191,6,-22.367323,7.1486425
PC,7,10.490726,-27.482845
GSTO1,1,29.694431,2.3752785
TLE3,6,-26.444988,7.780365
KANK2,4,3.0460408,31.716824
PABPC1L,7,10.208709,-23.82404
PPIL4,7,12.223414,-25.122896
AGAP3,6,-23.409273,12.005476
Fedratinib,4,3.6777396,33.7389
TCERG1,6,-25.012468,9.657935
HDGFL3,6,-22.621498,9.894341
IRF9,1,30.971159,-0.7626673
EPCAM,4,3.0460408,31.716824
CD58,6,-23.2285,10.934028
SUPT4H1,6,-23.866217,7.9196954
P3H4,4,3.6777396,33.7389
RPS19,7,10.079381,-26.295023
PCBP2,7,8.127494,-26.01842
ANXA7,3,5.818312,4.9589767
WDR26,3,5.818312,4.9589767
LSM2,6,-24.934616,9.702979
MRPL49,1,33.39714,2.727324
LMCD1,1,29.658754,0.42523578
SIRPA,8,-15.941021,-15.090659
ACBD5,9,30.376799,29.662691
UNC0642,6,-21.65938,9.847541
CBR4,1,29.694431,2.3752785
EMSY,6,-23.902918,9.498119
ITGB1,6,-22.157043,8.521978
SH3GLB1,8,-16.30987,-18.147396
WDR70,7,9.441234,-26.97911
LYSMD2,4,1.3561968,33.159035
KRT6B,1,29.658754,0.42523578
ARHGAP4,8,-12.770259,-16.9902
ARRB1,8,-18.062971,-16.928957
CERS2,3,5.818312,4.9589767
Temozolomide,6,-23.135769,11.376106
PSMB3,7,9.185683,-26.325819
CC2D1A,7,8.449422,-23.168524
NSD3,8,-15.088881,-14.556497
LRRC57,6,-27.007383,7.132025
GDF15,1,27.988224,-0.6708839
ANKRD44,8,-14.453148,-14.9088545
G6PD,9,30.375137,29.66308
PDGFRB,6,-25.59511,6.295215
EPZ011989,6,-20.86578,5.457367
SMG9,7,9.441234,-26.97911
NDUFS6,4,1.3561968,33.159035
NSMCE3,1,29.658754,0.42523578
SGTA,6,-23.940716,11.243409
LAMTOR1,8,-16.577286,-14.415894
ANPEP,4,3.0460408,31.716824
RBBP4,6,-23.866217,7.9196954
RPS20,7,10.079381,-26.295023
RPS27L,8,-12.376964,-16.008396
LMAN1,3,5.818312,4.9589767
AK6,1,31.535595,3.6769361
RIN1,1,31.535595,3.6769361
TOMM20,3,5.818312,4.9589767
PKM,4,1.6979952,35.22414
ATP5F1B,4,3.6777396,33.7389
GOPC,3,5.818312,4.9589767
MAVS,7,10.079381,-26.295023
CDK12_2242,8,-12.390594,-17.838614
NCAPD2,8,-16.639618,-18.32478
NOL9,6,-24.934616,9.702979
CHMP1B,6,-27.155401,10.902709
FXR1,8,-11.760848,-13.545335
PARP1,6,-28.06141,8.249994
ARID2,8,-15.194985,-18.890545
MT-ATP8,6,-26.318043,6.2155747
AMPD2,1,31.461079,1.475186
CHMP1A,8,-15.229378,-15.221743
PHB,3,5.818312,4.9589767
GGA1,8,-14.453148,-14.9088545
GBA,7,10.490726,-27.482845
WDR77,7,6.780987,-27.114393
GSE1,6,-25.266077,8.45304
FKBP1A,8,-14.453148,-14.9088545
CENPB,4,3.0460408,31.716824
CDK5,6,-23.339594,10.913406
EIF4A2,6,-27.155401,10.902709
TXNDC12,7,10.606955,-25.158129
RPA1,8,-13.566965,-16.91643
CD9,1,31.461079,1.475186
COL1A1,7,11.492656,-23.983461
ECH1,1,30.971159,-0.7626673
EFL1,1,31.461079,1.475186
VPS36,8,-13.401004,-16.666647
PHA-793887,4,1.3561968,33.159035
EGFR_8897,1,32.61124,-1.2257712
GSK3A,3,5.818312,4.9589767
CLMN,1,28.148022,1.2325627
RPS27,3,5.818312,4.9589767
PLXNA1,1,31.461079,1.475186
PRKAR1A,1,31.535595,3.6769361
PSMB5,1,31.461079,1.475186
KIF1A,6,-23.866217,7.9196954
RAB25,8,-14.451809,-19.510506
AGI-5198,6,-24.636284,10.802425
SDF4,6,-22.223986,8.104785
SRI,7,8.127494,-26.01842
S100A11,8,-13.17075,-13.89442
WDR1,4,3.6777396,33.7389
TRIM3,1,28.857784,3.8953197
MORF4L2,8,-15.463839,-18.137115
AK1,6,-21.549965,9.264275
ARMCX1,7,8.975168,-24.748348
LRRFIP1,3,5.818312,4.9589767
MTDH,8,-13.8715,-16.237377
CWC27,6,-20.63384,10.787019
CPI-360,6,-21.85785,6.6333447
HNRNPH2,1,29.658754,0.42523578
PPP4R2,6,-25.912117,12.4876585
NME2,8,-16.30987,-18.147396
AP1S1,4,3.0460408,31.716824
Rociletinib,1,31.535595,3.6769361
KTN1,6,-20.284369,11.540997
GYS1,6,-21.31812,7.2791433
MOGS,7,8.975168,-24.748348
NDUFA4,8,-11.6402,-15.5882635
ST14,8,-17.08009,-15.332486
RIDA,1,31.535595,3.6769361
ALG5,8,-14.453148,-14.9088545
GNG5,1,31.535595,3.6769361
BICD2,8,-13.114037,-14.633612
HGH1,7,7.341342,-22.762522
GFER,1,28.148022,1.2325627
CLGN,1,29.694431,2.3752785
NDUFAF1,1,30.971159,-0.7626673
DTX3L,7,10.606955,-25.158129
FGFR_0939,4,3.6777396,33.7389
FLI1,4,3.8479035,35.822636
VTN,6,-23.067951,6.5248294
ALDH3B1,7,6.780987,-27.114393
IFI35,3,5.818312,4.9589767
CCT-018159,6,-25.093748,10.320926
POLDIP3,6,-25.266077,8.45304
Talazoparib,6,-24.250154,10.1676445
PPIC,7,12.689264,-23.492851
HMGN1,8,-13.109699,-16.076801
PCCB,1,31.461079,1.475186
HIRIP3,6,-23.346819,10.923737
CTBP2,6,-25.61772,7.1115375
LCLAT1,1,31.461079,1.475186
ZMYM4,8,-15.815536,-17.363512
MAP1B,6,-24.113497,12.940188
Menin_MLL_8687,4,1.6979952,35.22414
ARSA,3,5.818312,4.9589767
Ribociclib,6,-23.501343,9.545415
HG6-64-1,4,3.0460408,31.716824
HYOU1,7,10.876489,-28.910572
MBOAT7,7,8.975168,-24.748348
FAM3A,4,1.3561968,33.159035
LUC7L3,6,-21.119371,11.884789
SPCS2,8,-17.808138,-17.58537
RNF2,6,-22.367323,7.1486425
SERPINB6,1,31.461079,1.475186
EPZ004777,6,-24.938898,7.7333465
PTRH2,6,-20.63384,10.787019
SLC4A2,9,30.375956,29.66257
CSTF2T,8,-13.883331,-14.168286
COQ8A,4,3.0460408,31.716824
STXBP3,4,3.8479035,35.822636
BAD,6,-24.36283,11.860508
PAFAH1B1,1,31.535595,3.6769361
TXNRD1,7,7.341342,-22.762522
FUBP1,7,6.865561,-25.846622
CLPB,1,29.694431,2.3752785
WYE-125132,3,5.818312,4.9589767
NCK1,4,3.8479035,35.822636
Ara-G,6,-25.119621,4.606872
AZD6094,9,30.375137,29.66308
PABPC4,7,8.449422,-23.168524
CLTC,4,1.3561968,33.159035
MTF2,3,5.818312,4.9589767
NSA2,6,-23.412924,11.967478
SLC12A2,4,3.0460408,31.716824
BAG6,7,10.079381,-26.295023
ESRP1,7,10.079381,-26.295023
PNPT1,4,3.0460408,31.716824
GLB1,8,-15.815536,-17.363512
WDR61,6,-26.420624,9.355644
PPIL1,3,5.818312,4.9589767
UACA,4,3.6777396,33.7389
I-BRD9,6,-23.020615,8.101278
EIF1B,4,3.0460408,31.716824
UTP20,7,5.9134417,-24.384014
FNBP1L,3,5.818312,4.9589767
ECE1,4,3.6777396,33.7389
ZFR,8,-17.390867,-13.584749
NANS,3,5.818312,4.9589767
COX4I1,4,1.3561968,33.159035
STX6,1,32.61124,-1.2257712
SEZ6L2,8,-11.715608,-18.40467
KDM1A,6,-26.963453,9.996134
Cytarabine,6,-23.02358,8.142778
POFUT1,4,3.6777396,33.7389
Torin 2,3,5.818312,4.9589767
NECAP1,7,12.223414,-25.122896
IPA-3,3,5.818312,4.9589767
XPO1,7,11.440006,-26.360397
CNN2,4,3.0460408,31.716824
RREB1,6,-22.298399,9.83079
AP3B1,3,5.818312,4.9589767
PGM2,7,10.606955,-25.158129
OGDH,6,-25.119621,4.606872
GPATCH11,2,-7.872875,7.427487
PHF14,3,5.818312,4.9589767
KCTD12,6,-24.667267,8.906919
ABHD14B,8,-15.228058,-17.704441
ATAT1,3,5.818312,4.9589767
MYO1E,1,31.461079,1.475186
DHPS,7,8.975168,-24.748348
ETV6,1,31.461079,1.475186
CD48,3,5.818312,4.9589767
BCAP31,8,-15.391003,-13.023802
NDUFA10,8,-12.095457,-16.670979
ARID1A,6,-23.866217,7.9196954
KRT14,1,30.971159,-0.7626673
CD109,5,-13.446936,-2.5933623
GPC6,4,3.0460408,31.716824
NCAPD3,8,-11.710347,-17.493399
SAP30BP,7,8.975168,-24.748348
CD14,3,5.818312,4.9589767
NPM1,3,5.818312,4.9589767
SMC4,8,-12.770259,-16.9902
NAP1L4,6,-23.169724,7.0830884
ERCC3,1,31.461079,1.475186
BCAT2,8,-11.959967,-14.764973
CUL4B,4,3.0460408,31.716824
TRA2A,8,-14.451815,-17.27248
TRIP11,7,8.127494,-26.01842
PKMYT1,1,31.461079,1.475186
DCK,6,-20.63384,10.787019
FAM114A2,1,29.694431,2.3752785
VIL1,7,5.8195844,-25.902046
WDR76,4,3.8479035,35.822636
PREX1,8,-17.390867,-13.584749
MUC16,4,1.3561968,33.159035
LIG3,6,-23.940716,11.243409
MRPS36,8,-12.376964,-16.008396
BCL11B,6,-26.318043,6.2155747
CNTN1,8,-17.322018,-12.893735
EEF2,7,10.606955,-25.158129
CRAT,1,29.658754,0.42523578
PYGL,8,-10.950971,-16.567423
CBX5,6,-22.881952,10.464155
FERMT1,8,-11.959967,-14.764973
LDHA,4,3.6777396,33.7389
AKR1B10,7,12.223414,-25.122896
MORC2,7,8.127494,-26.01842
DAB2,4,3.0460408,31.716824
METTL9,8,-15.391003,-13.023802
ITGB7,4,3.0460408,31.716824
STAT6,4,1.3561968,33.159035
RNMT,6,-23.866217,7.9196954
CTSS,4,3.6777396,33.7389
OSGEP,7,6.865561,-25.846622
TMEM263,6,-20.63384,10.787019
Nazartinib,1,29.246033,-1.5367322
IGFR_3801,1,31.535595,3.6769361
SRP19,7,10.606955,-25.158129
